Source,Target,Type
n1251,n57,Directed
n1251,n1257,Directed
n1251,n1264,Directed
n1251,n1282,Directed
n1251,n1255,Directed
n1251,n1273,Directed
n1251,n1279,Directed
n1251,n723,Directed
n1251,n1277,Directed
n1251,n1263,Directed
n1251,n1265,Directed
n1251,n1278,Directed
n1251,n1290,Directed
n1251,n1267,Directed
n1251,n494,Directed
n1251,n1266,Directed
n1251,n1283,Directed
n1251,n785,Directed
n1251,n1268,Directed
n1251,n1271,Directed
n1251,n1281,Directed
n1251,n1289,Directed
n1251,n1260,Directed
n1251,n1272,Directed
n1251,n1253,Directed
n1251,n1258,Directed
n1291,n1301,Directed
n1291,n1305,Directed
n1291,n162,Directed
n1291,n1313,Directed
n1291,n1307,Directed
n1291,n1309,Directed
n1291,n1314,Directed
n1291,n1306,Directed
n1291,n1296,Directed
n1291,n1293,Directed
n1291,n1316,Directed
n1291,n1292,Directed
n1291,n1298,Directed
n1291,n1300,Directed
n1291,n1308,Directed
n1291,n1295,Directed
n1291,n1310,Directed
n1291,n1317,Directed
n1291,n1311,Directed
n1291,n1294,Directed
n1291,n1297,Directed
n1291,n1303,Directed
n1291,n1304,Directed
n1291,n1302,Directed
n1291,n1315,Directed
n1291,n1299,Directed
n1291,n1312,Directed
n1318,n1333,Directed
n1318,n1326,Directed
n1318,n1330,Directed
n1318,n162,Directed
n1318,n1319,Directed
n1318,n4242,Directed
n1318,n1329,Directed
n1318,n1331,Directed
n1318,n1325,Directed
n1318,n1332,Directed
n1318,n1322,Directed
n1318,n1323,Directed
n1318,n1328,Directed
n1318,n1320,Directed
n1318,n1324,Directed
n1318,n1321,Directed
n1318,n1327,Directed
n1334,n1354,Directed
n1334,n1383,Directed
n1334,n1373,Directed
n1334,n1345,Directed
n1334,n1400,Directed
n1334,n1335,Directed
n1334,n1393,Directed
n1334,n1398,Directed
n1334,n1254,Directed
n1334,n1338,Directed
n1334,n1391,Directed
n1334,n1346,Directed
n1334,n1396,Directed
n1334,n1386,Directed
n1334,n4242,Directed
n1334,n1339,Directed
n1334,n1381,Directed
n1334,n1347,Directed
n1334,n1382,Directed
n1334,n1358,Directed
n1334,n1389,Directed
n1334,n1349,Directed
n1334,n1384,Directed
n1334,n1366,Directed
n1334,n1377,Directed
n1334,n1402,Directed
n1334,n1390,Directed
n1334,n1340,Directed
n1334,n1372,Directed
n1334,n1367,Directed
n1334,n1387,Directed
n1334,n1350,Directed
n1334,n1401,Directed
n1334,n1364,Directed
n1334,n1357,Directed
n1334,n1375,Directed
n1334,n1379,Directed
n1334,n1388,Directed
n1334,n1337,Directed
n1334,n1355,Directed
n1334,n1380,Directed
n1334,n1395,Directed
n1334,n1361,Directed
n1334,n1362,Directed
n1334,n162,Directed
n1334,n1356,Directed
n1334,n1371,Directed
n1334,n1397,Directed
n1334,n1351,Directed
n1334,n1369,Directed
n1334,n46,Directed
n1334,n1342,Directed
n1334,n1348,Directed
n1334,n1352,Directed
n1334,n1378,Directed
n1334,n1376,Directed
n1334,n1385,Directed
n1334,n1368,Directed
n1334,n1336,Directed
n1334,n1360,Directed
n1334,n1394,Directed
n1334,n1374,Directed
n1334,n1341,Directed
n1334,n1359,Directed
n1334,n1365,Directed
n1334,n1363,Directed
n1334,n1235,Directed
n1334,n1399,Directed
n1334,n1344,Directed
n1334,n1353,Directed
n1334,n1370,Directed
n1334,n1343,Directed
n1334,n1392,Directed
n1403,n1455,Directed
n1403,n1456,Directed
n1403,n1447,Directed
n1403,n1460,Directed
n1403,n1461,Directed
n1403,n1439,Directed
n1403,n1442,Directed
n1403,n1409,Directed
n1403,n1259,Directed
n1403,n722,Directed
n1403,n1463,Directed
n1403,n1428,Directed
n1403,n1450,Directed
n1403,n1454,Directed
n1403,n1411,Directed
n1403,n1426,Directed
n1403,n1412,Directed
n1403,n1414,Directed
n1403,n1436,Directed
n1403,n179,Directed
n1403,n1404,Directed
n1403,n1430,Directed
n1403,n1425,Directed
n1403,n1445,Directed
n1403,n1453,Directed
n1403,n1410,Directed
n1403,n1419,Directed
n1403,n1437,Directed
n1403,n1429,Directed
n1403,n1433,Directed
n1403,n1432,Directed
n1403,n1422,Directed
n1403,n1427,Directed
n1403,n1431,Directed
n1403,n1423,Directed
n1403,n1443,Directed
n1403,n1458,Directed
n1403,n1416,Directed
n1403,n1407,Directed
n1403,n1462,Directed
n1403,n1434,Directed
n1403,n1444,Directed
n1403,n1457,Directed
n1403,n1446,Directed
n1403,n1405,Directed
n1403,n1441,Directed
n1403,n1451,Directed
n1403,n1406,Directed
n1403,n922,Directed
n1403,n1449,Directed
n1403,n1413,Directed
n1403,n1415,Directed
n1403,n1424,Directed
n1403,n1435,Directed
n1403,n1408,Directed
n1403,n1418,Directed
n1403,n1440,Directed
n1403,n1448,Directed
n1403,n1421,Directed
n1403,n1438,Directed
n1403,n1459,Directed
n1403,n1417,Directed
n1403,n1452,Directed
n1403,n1420,Directed
n1464,n1511,Directed
n1464,n1504,Directed
n1464,n1493,Directed
n1464,n1505,Directed
n1464,n1487,Directed
n1464,n1474,Directed
n1464,n5195,Directed
n1464,n1475,Directed
n1464,n1490,Directed
n1464,n1468,Directed
n1464,n1469,Directed
n1464,n1478,Directed
n1464,n1476,Directed
n1464,n1495,Directed
n1464,n1485,Directed
n1464,n1486,Directed
n1464,n1497,Directed
n1464,n179,Directed
n1464,n1477,Directed
n1464,n1508,Directed
n1464,n1473,Directed
n1464,n1492,Directed
n1464,n1489,Directed
n1464,n1465,Directed
n1464,n1510,Directed
n1464,n1479,Directed
n1464,n1506,Directed
n1464,n1472,Directed
n1464,n1467,Directed
n1464,n1502,Directed
n1464,n1503,Directed
n1464,n1471,Directed
n1464,n1470,Directed
n1464,n46,Directed
n1464,n1498,Directed
n1464,n1491,Directed
n1464,n1496,Directed
n1464,n1466,Directed
n1464,n735,Directed
n1464,n1483,Directed
n1464,n1481,Directed
n1464,n49,Directed
n1464,n1507,Directed
n1464,n1509,Directed
n1464,n1488,Directed
n1464,n1499,Directed
n1464,n1480,Directed
n1464,n1501,Directed
n1464,n1484,Directed
n1464,n1482,Directed
n1464,n176,Directed
n1464,n1494,Directed
n1464,n1500,Directed
n1512,n1514,Directed
n1512,n1531,Directed
n1512,n483,Directed
n1512,n1527,Directed
n1512,n1554,Directed
n1512,n1524,Directed
n1512,n1555,Directed
n1512,n1521,Directed
n1512,n1552,Directed
n1512,n1544,Directed
n1512,n448,Directed
n1512,n1541,Directed
n1512,n168,Directed
n1512,n1515,Directed
n1512,n1534,Directed
n1512,n179,Directed
n1512,n1532,Directed
n1512,n1550,Directed
n1512,n1518,Directed
n1512,n894,Directed
n1512,n1516,Directed
n1512,n1520,Directed
n1512,n1543,Directed
n1512,n791,Directed
n1512,n1540,Directed
n1512,n1528,Directed
n1512,n1517,Directed
n1512,n1545,Directed
n1512,n1537,Directed
n1512,n1523,Directed
n1512,n1530,Directed
n1512,n1542,Directed
n1512,n1548,Directed
n1512,n1551,Directed
n1512,n1522,Directed
n1512,n1525,Directed
n1512,n1549,Directed
n1512,n1535,Directed
n1512,n438,Directed
n1512,n1538,Directed
n1512,n1553,Directed
n1512,n1526,Directed
n1512,n782,Directed
n1512,n370,Directed
n1512,n1536,Directed
n1512,n922,Directed
n1512,n1539,Directed
n1512,n1529,Directed
n1512,n1533,Directed
n1512,n1547,Directed
n1512,n1513,Directed
n1512,n4242,Directed
n1512,n494,Directed
n1512,n769,Directed
n1512,n1519,Directed
n1512,n1546,Directed
n1556,n1569,Directed
n1556,n1565,Directed
n1556,n1568,Directed
n1556,n1563,Directed
n1556,n1567,Directed
n1556,n1557,Directed
n1556,n1560,Directed
n1556,n1558,Directed
n1556,n471,Directed
n1556,n1566,Directed
n1556,n1562,Directed
n1556,n1559,Directed
n1556,n1564,Directed
n1556,n1561,Directed
n1570,n1597,Directed
n1570,n1572,Directed
n1570,n1599,Directed
n1570,n1628,Directed
n1570,n1674,Directed
n1570,n862,Directed
n1570,n1664,Directed
n1570,n4242,Directed
n1570,n1594,Directed
n1570,n1578,Directed
n1570,n1573,Directed
n1570,n1651,Directed
n1570,n1584,Directed
n1570,n1633,Directed
n1570,n1071,Directed
n1570,n1655,Directed
n1570,n860,Directed
n1570,n1571,Directed
n1570,n1614,Directed
n1570,n1576,Directed
n1570,n1596,Directed
n1570,n1580,Directed
n1570,n1626,Directed
n1570,n1575,Directed
n1570,n1671,Directed
n1570,n1603,Directed
n1570,n1610,Directed
n1570,n1660,Directed
n1570,n876,Directed
n1570,n1592,Directed
n1570,n1641,Directed
n1570,n1632,Directed
n1570,n825,Directed
n1570,n1583,Directed
n1570,n1606,Directed
n1570,n1601,Directed
n1570,n1070,Directed
n1570,n1574,Directed
n1570,n46,Directed
n1570,n783,Directed
n1570,n1591,Directed
n1570,n1644,Directed
n1570,n1676,Directed
n1570,n1616,Directed
n1570,n1586,Directed
n1570,n1659,Directed
n1570,n861,Directed
n1570,n1652,Directed
n1570,n1619,Directed
n1570,n1675,Directed
n1570,n1590,Directed
n1570,n831,Directed
n1570,n1656,Directed
n1570,n1640,Directed
n1570,n1587,Directed
n1570,n858,Directed
n1570,n1624,Directed
n1570,n1636,Directed
n1570,n1635,Directed
n1570,n1661,Directed
n1570,n1607,Directed
n1570,n1645,Directed
n1570,n1667,Directed
n1570,n1593,Directed
n1570,n1639,Directed
n1570,n1577,Directed
n1570,n1581,Directed
n1570,n844,Directed
n1570,n1604,Directed
n1570,n1673,Directed
n1570,n1622,Directed
n1570,n1595,Directed
n1570,n1598,Directed
n1570,n1648,Directed
n1570,n1585,Directed
n1570,n448,Directed
n1570,n1067,Directed
n1570,n1665,Directed
n1570,n856,Directed
n1570,n1615,Directed
n1570,n1602,Directed
n1570,n1670,Directed
n1570,n1663,Directed
n1570,n1666,Directed
n1570,n1589,Directed
n1570,n1608,Directed
n1570,n1646,Directed
n1570,n1629,Directed
n1570,n1672,Directed
n1570,n1579,Directed
n1570,n1650,Directed
n1570,n1631,Directed
n1570,n1625,Directed
n1570,n1588,Directed
n1570,n1642,Directed
n1570,n828,Directed
n1570,n1600,Directed
n1570,n1647,Directed
n1570,n1654,Directed
n1570,n1621,Directed
n1570,n1605,Directed
n1570,n65,Directed
n1570,n1657,Directed
n1570,n1658,Directed
n1570,n1668,Directed
n1570,n1612,Directed
n1570,n1620,Directed
n1570,n1638,Directed
n1570,n877,Directed
n1570,n1611,Directed
n1570,n1618,Directed
n1570,n1623,Directed
n1570,n1653,Directed
n1570,n1613,Directed
n1570,n1662,Directed
n1570,n1627,Directed
n1570,n1609,Directed
n1570,n1617,Directed
n1570,n894,Directed
n1570,n1637,Directed
n1570,n1649,Directed
n1570,n1669,Directed
n1570,n1582,Directed
n1570,n1634,Directed
n1570,n1643,Directed
n1570,n1630,Directed
n1677,n228,Directed
n1677,n1691,Directed
n1677,n1694,Directed
n1677,n1699,Directed
n1677,n5195,Directed
n1677,n1707,Directed
n1677,n4242,Directed
n1677,n1690,Directed
n1677,n1682,Directed
n1677,n1695,Directed
n1677,n1706,Directed
n1677,n168,Directed
n1677,n1684,Directed
n1677,n1710,Directed
n1677,n1518,Directed
n1677,n1685,Directed
n1677,n1709,Directed
n1677,n1692,Directed
n1677,n1705,Directed
n1677,n1687,Directed
n1677,n1686,Directed
n1677,n1696,Directed
n1677,n1713,Directed
n1677,n162,Directed
n1677,n1704,Directed
n1677,n1680,Directed
n1677,n782,Directed
n1677,n1701,Directed
n1677,n1703,Directed
n1677,n49,Directed
n1677,n1678,Directed
n1677,n1679,Directed
n1677,n1689,Directed
n1677,n1708,Directed
n1677,n1697,Directed
n1677,n1698,Directed
n1677,n1700,Directed
n1677,n723,Directed
n1677,n1693,Directed
n1677,n1688,Directed
n1677,n1711,Directed
n1677,n1681,Directed
n1677,n1702,Directed
n1677,n1683,Directed
n1677,n831,Directed
n1677,n176,Directed
n1677,n494,Directed
n1677,n1712,Directed
n1677,n1714,Directed
n1715,n1716,Directed
n1715,n723,Directed
n1715,n1722,Directed
n1715,n1717,Directed
n1715,n1720,Directed
n1715,n1028,Directed
n1715,n1721,Directed
n1715,n1718,Directed
n1715,n1719,Directed
n1723,n1751,Directed
n1723,n1725,Directed
n1723,n29,Directed
n1723,n1746,Directed
n1723,n5195,Directed
n1723,n1750,Directed
n1723,n1735,Directed
n1723,n1727,Directed
n1723,n1744,Directed
n1723,n65,Directed
n1723,n1747,Directed
n1723,n4242,Directed
n1723,n462,Directed
n1723,n1737,Directed
n1723,n1731,Directed
n1723,n1732,Directed
n1723,n1745,Directed
n1723,n1726,Directed
n1723,n1734,Directed
n1723,n1733,Directed
n1723,n1736,Directed
n1723,n1743,Directed
n1723,n1729,Directed
n1723,n1730,Directed
n1723,n1742,Directed
n1723,n448,Directed
n1723,n1741,Directed
n1723,n1752,Directed
n1723,n433,Directed
n1723,n1242,Directed
n1723,n1724,Directed
n1723,n1748,Directed
n1723,n1174,Directed
n1723,n1728,Directed
n1723,n176,Directed
n1723,n1749,Directed
n1723,n1740,Directed
n1723,n925,Directed
n1723,n1738,Directed
n1723,n1739,Directed
n1753,n1774,Directed
n1753,n162,Directed
n1753,n1764,Directed
n1753,n1771,Directed
n1753,n1772,Directed
n1753,n1758,Directed
n1753,n1756,Directed
n1753,n1762,Directed
n1753,n1757,Directed
n1753,n1759,Directed
n1753,n1760,Directed
n1753,n1761,Directed
n1753,n1768,Directed
n1753,n1755,Directed
n1753,n1754,Directed
n1753,n1777,Directed
n1753,n1763,Directed
n1753,n1775,Directed
n1753,n1767,Directed
n1753,n1778,Directed
n1753,n1765,Directed
n1753,n1773,Directed
n1753,n1766,Directed
n1753,n1769,Directed
n1753,n1770,Directed
n1753,n1776,Directed
n1779,n1789,Directed
n1779,n1792,Directed
n1779,n1790,Directed
n1779,n1785,Directed
n1779,n1780,Directed
n1779,n1782,Directed
n1779,n1794,Directed
n1779,n1784,Directed
n1779,n1787,Directed
n1779,n1731,Directed
n1779,n1783,Directed
n1779,n1786,Directed
n1779,n1781,Directed
n1779,n1793,Directed
n1779,n1788,Directed
n1779,n1791,Directed
n1795,n1797,Directed
n1795,n29,Directed
n1795,n1798,Directed
n1795,n179,Directed
n1795,n1810,Directed
n1795,n1811,Directed
n1795,n162,Directed
n1795,n1799,Directed
n1795,n1803,Directed
n1795,n1802,Directed
n1795,n1807,Directed
n1795,n75,Directed
n1795,n1806,Directed
n1795,n4242,Directed
n1795,n1800,Directed
n1795,n1804,Directed
n1795,n1805,Directed
n1795,n1809,Directed
n1795,n1796,Directed
n1795,n1801,Directed
n1795,n1808,Directed
n1812,n1819,Directed
n1812,n894,Directed
n1812,n1814,Directed
n1812,n1816,Directed
n1812,n1822,Directed
n1812,n1818,Directed
n1812,n1821,Directed
n1812,n5195,Directed
n1812,n1813,Directed
n1812,n1815,Directed
n1812,n4242,Directed
n1812,n1820,Directed
n1812,n1181,Directed
n1812,n1823,Directed
n1812,n1817,Directed
n1812,n1824,Directed
n1825,n28,Directed
n1825,n1832,Directed
n1825,n1839,Directed
n1825,n1826,Directed
n1825,n162,Directed
n1825,n1838,Directed
n1825,n1828,Directed
n1825,n1835,Directed
n1825,n125,Directed
n1825,n1836,Directed
n1825,n1827,Directed
n1825,n1027,Directed
n1825,n1834,Directed
n1825,n1837,Directed
n1825,n1830,Directed
n1825,n1831,Directed
n1825,n1829,Directed
n1825,n1833,Directed
n1825,n1840,Directed
n1841,n1842,Directed
n1841,n1846,Directed
n1841,n1851,Directed
n1841,n1844,Directed
n1841,n5195,Directed
n1841,n1843,Directed
n1841,n1845,Directed
n1841,n1853,Directed
n1841,n1848,Directed
n1841,n1847,Directed
n1841,n1849,Directed
n1841,n1850,Directed
n1841,n1852,Directed
n1854,n1883,Directed
n1854,n1862,Directed
n1854,n1894,Directed
n1854,n1871,Directed
n1854,n1891,Directed
n1854,n1858,Directed
n1854,n1896,Directed
n1854,n4242,Directed
n1854,n1855,Directed
n1854,n1888,Directed
n1854,n1868,Directed
n1854,n1886,Directed
n1854,n1863,Directed
n1854,n1876,Directed
n1854,n1856,Directed
n1854,n1869,Directed
n1854,n1885,Directed
n1854,n1861,Directed
n1854,n1878,Directed
n1854,n1880,Directed
n1854,n1884,Directed
n1854,n1534,Directed
n1854,n1881,Directed
n1854,n1895,Directed
n1854,n1898,Directed
n1854,n1879,Directed
n1854,n1870,Directed
n1854,n1875,Directed
n1854,n1860,Directed
n1854,n1892,Directed
n1854,n1897,Directed
n1854,n1899,Directed
n1854,n1867,Directed
n1854,n1890,Directed
n1854,n1873,Directed
n1854,n1865,Directed
n1854,n1864,Directed
n1854,n1874,Directed
n1854,n1859,Directed
n1854,n1877,Directed
n1854,n370,Directed
n1854,n1866,Directed
n1854,n1889,Directed
n1854,n1900,Directed
n1854,n1893,Directed
n1854,n1872,Directed
n1854,n429,Directed
n1854,n1882,Directed
n1854,n1857,Directed
n1854,n1887,Directed
n1901,n5195,Directed
n1901,n1909,Directed
n1901,n1910,Directed
n1901,n1922,Directed
n1901,n162,Directed
n1901,n1351,Directed
n1901,n1905,Directed
n1901,n1911,Directed
n1901,n1292,Directed
n1901,n1912,Directed
n1901,n1924,Directed
n1901,n1907,Directed
n1901,n1908,Directed
n1901,n1916,Directed
n1901,n1902,Directed
n1901,n1904,Directed
n1901,n1915,Directed
n1901,n339,Directed
n1901,n1923,Directed
n1901,n1917,Directed
n1901,n1903,Directed
n1901,n1906,Directed
n1901,n1920,Directed
n1901,n1918,Directed
n1901,n1913,Directed
n1901,n1921,Directed
n1901,n1919,Directed
n1901,n1914,Directed
n1925,n1941,Directed
n1925,n1929,Directed
n1925,n1936,Directed
n1925,n5195,Directed
n1925,n1931,Directed
n1925,n1926,Directed
n1925,n1934,Directed
n1925,n1939,Directed
n1925,n1932,Directed
n1925,n1943,Directed
n1925,n1935,Directed
n1925,n1942,Directed
n1925,n1940,Directed
n1925,n1930,Directed
n1925,n1933,Directed
n1925,n1938,Directed
n1925,n1927,Directed
n1925,n1928,Directed
n1925,n1937,Directed
n1944,n1981,Directed
n1944,n1957,Directed
n1944,n1951,Directed
n1944,n1973,Directed
n1944,n1953,Directed
n1944,n1964,Directed
n1944,n1980,Directed
n1944,n1975,Directed
n1944,n1976,Directed
n1944,n1958,Directed
n1944,n722,Directed
n1944,n338,Directed
n1944,n1965,Directed
n1944,n1978,Directed
n1944,n1982,Directed
n1944,n1986,Directed
n1944,n1949,Directed
n1944,n1966,Directed
n1944,n1968,Directed
n1944,n1983,Directed
n1944,n1963,Directed
n1944,n1970,Directed
n1944,n1540,Directed
n1944,n1971,Directed
n1944,n1945,Directed
n1944,n1948,Directed
n1944,n1961,Directed
n1944,n162,Directed
n1944,n1220,Directed
n1944,n1954,Directed
n1944,n1956,Directed
n1944,n159,Directed
n1944,n1962,Directed
n1944,n1977,Directed
n1944,n1946,Directed
n1944,n1972,Directed
n1944,n1952,Directed
n1944,n1967,Directed
n1944,n1985,Directed
n1944,n1959,Directed
n1944,n1979,Directed
n1944,n1960,Directed
n1944,n1974,Directed
n1944,n1947,Directed
n1944,n1950,Directed
n1944,n494,Directed
n1944,n1955,Directed
n1944,n1984,Directed
n1944,n1969,Directed
n1987,n1990,Directed
n1987,n2004,Directed
n1987,n2007,Directed
n1987,n1993,Directed
n1987,n2002,Directed
n1987,n2008,Directed
n1987,n2003,Directed
n1987,n2000,Directed
n1987,n1998,Directed
n1987,n1996,Directed
n1987,n1989,Directed
n1987,n1994,Directed
n1987,n1995,Directed
n1987,n2001,Directed
n1987,n1991,Directed
n1987,n1999,Directed
n1987,n1988,Directed
n1987,n1992,Directed
n1987,n2005,Directed
n1987,n2006,Directed
n1987,n4242,Directed
n1987,n1997,Directed
n2009,n2020,Directed
n2009,n894,Directed
n2009,n2016,Directed
n2009,n2026,Directed
n2009,n2035,Directed
n2009,n2023,Directed
n2009,n2032,Directed
n2009,n2011,Directed
n2009,n2018,Directed
n2009,n2027,Directed
n2009,n2033,Directed
n2009,n2025,Directed
n2009,n2037,Directed
n2009,n2022,Directed
n2009,n2019,Directed
n2009,n2034,Directed
n2009,n2015,Directed
n2009,n1336,Directed
n2009,n2021,Directed
n2009,n260,Directed
n2009,n1541,Directed
n2009,n2028,Directed
n2009,n2012,Directed
n2009,n2014,Directed
n2009,n932,Directed
n2009,n2031,Directed
n2009,n2030,Directed
n2009,n2024,Directed
n2009,n791,Directed
n2009,n2013,Directed
n2009,n1766,Directed
n2009,n2036,Directed
n2009,n2010,Directed
n2009,n2017,Directed
n2009,n4242,Directed
n2009,n2029,Directed
n2038,n28,Directed
n2038,n1819,Directed
n2038,n2058,Directed
n2038,n2039,Directed
n2038,n2054,Directed
n2038,n5195,Directed
n2038,n2062,Directed
n2038,n2061,Directed
n2038,n2050,Directed
n2038,n1664,Directed
n2038,n2040,Directed
n2038,n2069,Directed
n2038,n2048,Directed
n2038,n2068,Directed
n2038,n2043,Directed
n2038,n2046,Directed
n2038,n2047,Directed
n2038,n2041,Directed
n2038,n2045,Directed
n2038,n2042,Directed
n2038,n2067,Directed
n2038,n1670,Directed
n2038,n2053,Directed
n2038,n1959,Directed
n2038,n2063,Directed
n2038,n2056,Directed
n2038,n2060,Directed
n2038,n2064,Directed
n2038,n2070,Directed
n2038,n2051,Directed
n2038,n1278,Directed
n2038,n1748,Directed
n2038,n2066,Directed
n2038,n2065,Directed
n2038,n471,Directed
n2038,n2052,Directed
n2038,n2057,Directed
n2038,n2059,Directed
n2038,n2055,Directed
n2038,n2044,Directed
n2038,n2049,Directed
n2071,n2079,Directed
n2071,n2094,Directed
n2071,n29,Directed
n2071,n2087,Directed
n2071,n2091,Directed
n2071,n1411,Directed
n2071,n2072,Directed
n2071,n2109,Directed
n2071,n2073,Directed
n2071,n4242,Directed
n2071,n2104,Directed
n2071,n2089,Directed
n2071,n2124,Directed
n2071,n2135,Directed
n2071,n2120,Directed
n2071,n2119,Directed
